Start 1h:3m:14s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s]
65.250,          ,   9.38,  -0.33,   3.59,    32.06,    21.50,    11.44
65.255,          ,   9.38,  -0.33,   3.59,    35.00,    14.38,    11.12
65.260,          ,   8.99,  -0.58,   2.91,    35.00,    14.38,    11.12
65.265,          ,   8.99,  -0.58,   2.91,    37.50,     6.00,    11.88
65.270,          ,   8.82,  -0.50,   2.80,    37.50,     6.00,    11.88
65.275,          ,   8.92,  -0.44,   2.81,    39.44,    -1.56,    12.50
65.280,          ,   8.92,  -0.44,   2.81,    39.44,    -1.56,    12.50
65.285,          ,   9.01,  -0.40,   2.97,    40.06,     0.56,    13.31
65.305,          ,   9.01,  -0.40,   2.97,    40.06,     0.56,    13.31
65.310,          ,   8.42,  -0.56,   2.74,    37.25,     6.38,    14.94
65.315,          ,   8.26,  -0.60,   2.70,    36.00,     0.69,    15.88
65.320,          ,   8.26,  -0.60,   2.70,    36.00,     0.69,    15.88
65.325,          ,   8.24,  -0.65,   2.71,    36.00,    -4.06,    16.25
65.330,          ,   8.24,  -0.65,   2.71,    36.00,    -4.06,    16.25
65.335,          ,   8.19,  -0.82,   2.92,    37.44,    -9.38,    17.06
65.340,          ,   8.19,  -0.82,   2.92,    39.56,   -14.06,    17.25
65.345,          ,   8.20,  -0.82,   3.10,    39.56,   -14.06,    17.25
65.350,          ,   8.20,  -0.82,   3.10,    39.56,   -14.06,    17.25
65.355,          ,   8.27,  -0.84,   3.05,    40.94,   -16.75,    16.88
65.360,          ,   8.27,  -0.84,   3.05,    40.94,   -16.75,    16.88
65.370,          ,   8.35,  -0.85,   2.99,    42.06,   -18.25,    16.38
65.375,          ,   8.35,  -0.85,   2.99,    42.75,   -17.31,    16.50
65.380,          ,   8.16,  -0.93,   3.08,    42.75,   -17.31,    16.50
65.385,          ,   8.10,  -1.02,   3.11,    43.06,   -18.88,    16.62
65.390,          ,   8.10,  -1.02,   3.11,    43.06,   -18.88,    16.62
65.395,          ,   8.07,  -1.05,   3.11,    43.19,   -20.44,    16.56
65.400,          ,   8.07,  -1.05,   3.11,    43.19,   -20.44,    16.56
65.405,          ,   8.07,  -1.08,   3.13,    42.69,   -18.06,    16.12
65.410,          ,   8.07,  -1.08,   3.13,    42.69,   -18.06,    16.12
65.415,          ,   7.97,  -1.13,   3.18,    40.69,   -14.94,    16.06
65.420,          ,   7.97,  -1.13,   3.18,    38.31,   -14.06,    16.69
65.425,          ,   8.05,  -1.13,   3.25,    38.31,   -14.06,    16.69
65.435,          ,   8.05,  -1.13,   3.25,    36.25,   -13.00,    17.69
65.440,          ,   8.27,  -1.13,   3.30,    36.25,   -13.00,    17.69
65.445,          ,   8.74,  -1.15,   3.34,    33.94,    -8.31,    18.62
65.465,          ,   8.74,  -1.15,   3.34,    33.94,    -8.31,    18.62
65.470,          ,   9.03,  -1.00,   3.56,    31.06,     2.06,    20.44
65.475,          ,   9.02,  -0.96,   3.43,    28.19,     5.31,    19.75
65.480,          ,   9.02,  -0.96,   3.43,    28.19,     5.31,    19.75
65.485,          ,   9.75,  -0.64,   3.63,    25.75,     1.62,    19.38
65.490,          ,   9.75,  -0.64,   3.63,    25.75,     1.62,    19.38
65.495,          ,  10.02,  -0.56,   3.97,    24.38,     0.88,    18.00
65.500,          ,  10.02,  -0.56,   3.97,    24.38,     0.88,    18.00
65.505,          ,   9.76,  -0.69,   4.27,    22.25,     6.94,    16.69
65.510,          ,   9.76,  -0.69,   4.27,    19.06,     4.75,    14.56
65.515,          ,   9.81,  -0.68,   4.50,    19.06,     4.75,    14.56
65.525,          ,   9.81,  -0.68,   4.50,    17.75,    -0.88,    15.62
65.530,          ,  10.88,  -0.64,   4.59,    17.75,    -0.88,    15.62
65.535,          ,  10.48,  -0.59,   4.78,    18.38,     7.81,    15.50
65.540,          ,  10.48,  -0.59,   4.78,    18.38,     7.81,    15.50
65.545,          ,  10.46,  -0.81,   4.20,    15.75,    13.88,    13.38
65.550,          ,  10.46,  -0.81,   4.20,    15.75,    13.88,    13.38
65.555,          ,  10.36,  -0.82,   4.37,    15.31,     7.69,    13.06
65.560,          ,  10.36,  -0.82,   4.37,    15.31,     7.69,    13.06
65.565,          ,   9.97,  -1.02,   5.91,    14.69,     3.56,    12.19
65.570,          ,   9.97,  -1.02,   5.91,    11.25,     0.50,    14.12
65.580,          ,  10.25,  -1.10,   5.15,    11.25,     0.50,    14.12
65.585,          ,  10.21,  -1.34,   3.82,    10.69,     4.62,    15.88
65.590,          ,  10.21,  -1.34,   3.82,    10.69,     4.62,    15.88
65.595,          ,   9.71,  -1.33,   4.08,    15.81,     6.44,    15.50
65.600,          ,   9.71,  -1.33,   4.08,    15.81,     6.44,    15.50
65.605,          ,   9.50,  -1.23,   4.69,    16.44,    -3.06,    15.06
65.610,          ,   9.50,  -1.23,   4.69,    16.44,    -3.06,    15.06
65.630,          ,   9.59,  -1.31,   3.92,    16.94,    -9.50,    15.19
65.635,          ,   8.68,  -1.35,   3.32,    22.00,     1.06,    12.94
65.640,          ,   8.68,  -1.35,   3.32,    22.00,     1.06,    12.94
65.645,          ,   8.25,  -1.37,   3.52,    18.94,   -10.19,    12.50
65.650,          ,   8.25,  -1.37,   3.52,    18.94,   -10.19,    12.50
65.655,          ,   8.48,  -1.30,   3.34,    14.50,   -19.31,    13.69
65.660,          ,   8.48,  -1.30,   3.34,    11.94,   -16.88,    14.94
65.665,          ,   8.69,  -1.14,   3.26,    11.94,   -16.88,    14.94
65.670,          ,   8.69,  -1.14,   3.26,     9.00,    -9.31,    16.06
65.680,          ,   8.74,  -0.96,   3.17,     9.00,    -9.31,    16.06
65.685,          ,   8.32,  -0.75,   2.59,     6.81,    -3.31,    16.44
65.690,          ,   8.32,  -0.75,   2.59,     6.81,    -3.31,    16.44
65.695,          ,   8.11,  -0.71,   2.56,     6.62,    -2.44,    16.25
65.700,          ,   8.11,  -0.71,   2.56,     6.62,    -2.44,    16.25
65.705,          ,   8.01,  -0.67,   2.67,     6.19,    -5.19,    15.19
65.710,          ,   8.01,  -0.67,   2.67,     6.19,    -5.19,    15.19
65.715,          ,   8.00,  -0.68,   2.74,     5.31,    -7.56,    13.81
65.720,          ,   8.00,  -0.68,   2.74,     5.31,    -7.56,    13.81
65.725,          ,   8.12,  -0.76,   2.39,     5.38,    -8.19,    12.19
65.730,          ,   8.12,  -0.76,   2.39,     7.50,    -8.06,    10.50
65.740,          ,   8.05,  -0.65,   2.51,     7.50,    -8.06,    10.50
65.745,          ,   7.89,  -0.61,   2.50,     8.38,    -7.19,     8.88
65.750,          ,   7.89,  -0.61,   2.50,     8.38,    -7.19,     8.88
65.755,          ,   7.75,  -0.71,   2.28,     8.88,    -9.06,     7.50
65.760,          ,   7.75,  -0.71,   2.28,     8.88,    -9.06,     7.50
65.765,          ,   7.66,  -0.92,   2.29,     9.44,   -12.56,     6.31
65.770,          ,   7.66,  -0.92,   2.29,     9.44,   -12.56,     6.31
65.775,          ,   7.70,  -1.03,   2.40,     9.19,   -16.06,     5.56
65.795,          ,   7.70,  -1.03,   2.40,     8.62,   -17.75,     5.06
65.800,          ,   7.91,  -1.09,   2.61,     8.25,   -16.75,     5.00
65.805,          ,   8.18,  -1.16,   2.77,     7.38,   -13.44,     5.00
65.810,          ,   8.18,  -1.16,   2.77,     7.38,   -13.44,     5.00
65.820,          ,   8.37,  -1.19,   2.81,     6.06,    -9.06,     5.12
65.825,          ,   8.59,  -1.20,   2.85,     4.69,    -3.94,     5.19
65.830,          ,   8.59,  -1.20,   2.85,     4.69,    -3.94,     5.19
65.835,          ,   8.97,  -1.21,   2.89,     2.62,     0.31,     5.81
65.840,          ,   8.97,  -1.21,   2.89,     2.62,     0.31,     5.81
65.845,          ,   9.14,  -1.24,   2.80,     0.00,     2.75,     6.62
65.850,          ,   9.14,  -1.24,   2.80,     0.00,     2.75,     6.62
65.855,          ,   9.30,  -1.27,   2.78,    -1.88,     4.56,     7.50
65.860,          ,   9.30,  -1.27,   2.78,    -1.88,     4.56,     7.50
65.865,          ,   9.37,  -1.27,   3.02,    -2.56,     6.88,     8.12
65.870,          ,   9.37,  -1.27,   3.02,    -3.44,     9.12,     7.75
65.875,          ,   9.53,  -1.24,   3.49,    -3.44,     9.12,     7.75
65.880,          ,   9.53,  -1.24,   3.49,    -5.19,     8.69,     7.12
65.890,          ,   9.85,  -1.16,   3.51,    -5.19,     8.69,     7.12
65.895,          ,  10.09,  -1.10,   3.80,    -7.69,     7.50,     6.56
65.900,          ,  10.09,  -1.10,   3.80,    -7.69,     7.50,     6.56
65.905,          ,   9.99,  -1.18,   4.19,   -11.19,     8.81,     5.44
65.910,          ,   9.99,  -1.18,   4.19,   -11.19,     8.81,     5.44
65.915,          ,  10.04,  -1.16,   4.14,   -15.31,     3.81,     4.00
65.920,          ,  10.04,  -1.16,   4.14,   -15.31,     3.81,     4.00
65.925,          ,  10.42,  -1.08,   3.93,   -17.38,    -8.88,     5.25
65.930,          ,  10.42,  -1.08,   3.93,   -17.38,    -8.88,     5.25
65.935,          ,  10.25,  -1.05,   4.20,   -16.25,   -10.31,     6.19
65.955,          ,  10.25,  -1.05,   4.20,   -15.94,    -6.81,     3.31
65.960,          ,  10.47,  -1.47,   4.30,   -16.06,    -8.31,     1.81
65.965,          ,  10.19,  -1.68,   4.40,   -17.62,    -2.44,     0.62
65.970,          ,  10.19,  -1.68,   4.40,   -18.62,     1.56,     1.81
65.975,          ,  10.24,  -1.69,   4.15,   -18.62,     1.56,     1.81
65.980,          ,  10.24,  -1.69,   4.15,   -16.94,     0.69,     2.25
65.985,          ,  10.01,  -1.77,   3.19,   -16.94,     0.69,     2.25
65.995,          ,   9.27,  -1.61,   3.78,   -13.25,    -3.56,     0.38
66.000,          ,   9.27,  -1.61,   3.78,   -13.25,    -3.56,     0.38
66.005,          ,   9.12,  -1.56,   4.12,   -12.69,   -11.50,    -0.88
66.010,          ,   9.12,  -1.56,   4.12,   -12.69,   -11.50,    -0.88
66.015,          ,   9.24,  -1.46,   4.22,   -12.88,   -19.25,    -1.12
66.020,          ,   9.24,  -1.46,   4.22,   -12.88,   -19.25,    -1.12
66.025,          ,   8.93,  -1.47,   3.89,   -11.94,   -14.62,    -1.94
66.030,          ,   8.93,  -1.47,   3.89,   -11.94,   -14.62,    -1.94
66.035,          ,   8.35,  -1.59,   4.12,   -12.69,   -12.81,    -3.00
66.040,          ,   8.35,  -1.59,   4.12,   -17.31,   -19.12,    -2.94
66.045,          ,   8.41,  -1.70,   4.08,   -17.31,   -19.12,    -2.94
66.050,          ,   8.41,  -1.70,   4.08,   -22.00,   -23.94,    -1.81
66.055,          ,   8.64,  -1.74,   3.84,   -22.00,   -23.94,    -1.81
66.060,          ,   8.64,  -1.74,   3.84,   -24.94,   -20.44,    -0.62
66.070,          ,   8.71,  -1.67,   3.47,   -24.94,   -20.44,    -0.62
66.075,          ,   8.35,  -1.44,   2.92,   -25.81,   -13.69,    -0.56
66.080,          ,   8.35,  -1.44,   2.92,   -25.81,   -13.69,    -0.56
66.085,          ,   8.10,  -1.39,   2.87,   -25.88,    -9.94,    -1.88
66.090,          ,   8.10,  -1.39,   2.87,   -25.88,    -9.94,    -1.88
66.095,          ,   7.89,  -1.41,   2.83,   -26.44,    -8.75,    -3.50
66.100,          ,   7.89,  -1.41,   2.83,   -26.44,    -8.75,    -3.50
66.120,          ,   7.79,  -1.49,   2.75,   -27.12,    -9.00,    -5.12
66.125,          ,   7.98,  -1.53,   2.51,   -27.88,    -4.88,    -7.69
66.130,          ,   7.98,  -1.53,   2.51,   -27.88,    -4.88,    -7.69
66.135,          ,   7.83,  -1.46,   2.49,   -28.06,    -1.81,    -8.25
66.140,          ,   7.83,  -1.46,   2.49,   -28.00,    -0.44,    -8.50
66.145,          ,   7.72,  -1.44,   2.46,   -28.00,    -0.44,    -8.50
66.150,          ,   7.72,  -1.44,   2.46,   -28.00,    -0.44,    -8.50
66.155,          ,   7.87,  -1.61,   2.32,   -27.69,    -1.56,    -8.56
66.160,          ,   7.87,  -1.61,   2.32,   -26.94,    -1.25,    -8.69
66.170,          ,   7.97,  -1.73,   2.37,   -26.94,    -1.25,    -8.69
66.175,          ,   8.05,  -1.80,   2.55,   -25.94,     0.69,    -8.94
66.180,          ,   8.05,  -1.80,   2.55,   -25.94,     0.69,    -8.94
66.185,          ,   8.18,  -1.81,   2.81,   -26.19,     2.44,    -9.12
66.190,          ,   8.18,  -1.81,   2.81,   -26.19,     2.44,    -9.12
66.195,          ,   8.50,  -1.74,   2.70,   -27.56,     5.75,    -9.25
66.200,          ,   8.50,  -1.74,   2.70,   -27.56,     5.75,    -9.25
66.205,          ,   8.53,  -1.72,   2.65,   -28.38,    10.44,    -9.12
66.210,          ,   8.53,  -1.72,   2.65,   -28.38,    10.44,    -9.12
66.215,          ,   8.57,  -1.58,   2.48,   -28.25,    13.50,    -9.06
66.220,          ,   8.57,  -1.58,   2.48,   -26.88,    14.62,    -8.31
66.225,          ,   8.90,  -1.45,   2.36,   -26.88,    14.62,    -8.31
66.230,          ,   8.90,  -1.45,   2.36,   -25.31,    16.38,    -6.69
66.240,          ,   9.10,  -1.47,   2.30,   -25.31,    16.38,    -6.69
66.245,          ,   9.27,  -1.47,   2.25,   -23.88,    16.06,    -4.81
66.250,          ,   9.27,  -1.47,   2.25,   -23.88,    16.06,    -4.81
66.255,          ,   9.53,  -1.47,   2.34,   -22.19,    11.50,    -3.00
66.260,          ,   9.53,  -1.47,   2.34,   -22.19,    11.50,    -3.00
66.265,          ,   9.70,  -1.43,   2.86,   -20.12,     6.88,    -2.50
66.285,          ,   9.70,  -1.43,   2.86,   -20.12,     6.88,    -2.50
66.290,          ,   9.65,  -1.28,   2.84,   -20.00,    -0.25,    -6.25
66.295,          ,   9.81,  -1.22,   2.93,   -20.00,    -3.50,    -9.69
66.300,          ,   9.81,  -1.22,   2.93,   -20.00,    -3.50,    -9.69
66.305,          ,   9.74,  -1.60,   3.52,   -20.44,     0.31,   -13.19
66.310,          ,   9.74,  -1.60,   3.52,   -20.44,     0.31,   -13.19
66.315,          ,   9.96,  -1.72,   3.67,   -22.50,     6.00,   -15.88
66.320,          ,   9.96,  -1.72,   3.67,   -22.50,     6.00,   -15.88
66.325,          ,  10.37,  -1.77,   3.09,   -25.56,    10.38,   -15.00
66.330,          ,  10.37,  -1.77,   3.09,   -26.06,    20.56,   -13.56
66.335,          ,  10.39,  -1.78,   2.94,   -26.06,    20.56,   -13.56
66.340,          ,  10.39,  -1.78,   2.94,   -29.56,    32.25,   -14.25
66.345,          ,   9.88,  -1.50,   3.62,   -29.56,    32.25,   -14.25
66.350,          ,   9.88,  -1.50,   3.62,   -29.56,    32.25,   -14.25
66.355,          ,   9.32,  -1.12,   4.00,   -34.06,    29.00,   -14.06
66.360,          ,   9.32,  -1.12,   4.00,   -40.19,    19.69,   -15.12
66.365,          ,   9.32,  -1.19,   4.13,   -40.19,    19.69,   -15.12
66.370,          ,   9.32,  -1.19,   4.13,   -43.69,     9.25,   -13.81
66.380,          ,   9.63,  -1.11,   3.86,   -43.69,     9.25,   -13.81
66.385,          ,   9.81,  -1.11,   3.44,   -42.56,     6.50,   -14.19
66.390,          ,   9.81,  -1.11,   3.44,   -42.56,     6.50,   -14.19
66.395,          ,   9.40,  -1.07,   4.50,   -41.50,     8.06,   -16.56
66.400,          ,   9.40,  -1.07,   4.50,   -41.50,     8.06,   -16.56
66.405,          ,   9.32,  -1.07,   5.22,   -44.12,     6.06,   -18.00
66.410,          ,   9.32,  -1.07,   5.22,   -44.12,     6.06,   -18.00
66.415,          ,   9.53,  -1.18,   5.09,   -45.50,    15.25,   -18.81
66.420,          ,   9.07,  -1.38,   4.26,   -42.56,    38.06,   -20.44
66.430,          ,   9.07,  -1.38,   4.26,   -42.56,    38.06,   -20.44
66.445,          ,   9.02,  -1.48,   4.28,   -39.25,    47.56,   -21.81
66.450,          ,   9.23,  -1.54,   3.92,   -36.88,    29.00,   -19.88
66.455,          ,   9.43,  -1.45,   3.29,   -36.88,    29.00,   -19.88
66.460,          ,   9.43,  -1.45,   3.29,   -33.38,    18.81,   -18.38
66.465,          ,   8.91,  -1.12,   2.97,   -33.38,    18.81,   -18.38
66.470,          ,   8.70,  -1.02,   3.11,   -29.69,     5.88,   -17.69
66.480,          ,   8.70,  -1.02,   3.11,   -29.69,     5.88,   -17.69
66.485,          ,   8.89,  -1.04,   3.04,   -26.44,    -7.31,   -17.38
66.490,          ,   8.89,  -1.04,   3.04,   -26.44,    -7.31,   -17.38
66.495,          ,   9.16,  -0.99,   2.95,   -23.31,   -11.94,   -17.75
66.500,          ,   9.16,  -0.99,   2.95,   -23.31,   -11.94,   -17.75
66.505,          ,   9.07,  -0.92,   2.90,   -21.44,    -5.94,   -18.56
66.510,          ,   9.07,  -0.92,   2.90,   -21.44,    -5.94,   -18.56
66.515,          ,   8.92,  -0.82,   2.77,   -20.25,     1.25,   -19.88
66.520,          ,   8.92,  -0.82,   2.77,   -19.50,     5.31,   -20.81
66.525,          ,   8.70,  -0.67,   2.58,   -19.50,     5.31,   -20.81
66.530,          ,   8.50,  -0.50,   2.61,   -18.94,     9.00,   -21.94
66.540,          ,   8.50,  -0.50,   2.61,   -18.94,     9.00,   -21.94
66.545,          ,   8.34,  -0.34,   2.69,   -19.00,    10.31,   -22.56
66.550,          ,   8.34,  -0.34,   2.69,   -19.00,    10.31,   -22.56
66.555,          ,   8.23,  -0.35,   2.84,   -20.38,     8.12,   -22.62
66.560,          ,   8.23,  -0.35,   2.84,   -20.38,     8.12,   -22.62
66.565,          ,   8.09,  -0.33,   2.76,   -22.31,     4.62,   -22.19
66.570,          ,   8.09,  -0.33,   2.76,   -23.44,    -2.44,   -21.88
66.575,          ,   7.98,  -0.31,   2.73,   -23.44,    -2.44,   -21.88
66.580,          ,   7.98,  -0.31,   2.73,   -25.50,    -6.75,   -21.06
66.585,          ,   8.00,  -0.40,   2.75,   -25.50,    -6.75,   -21.06
66.605,          ,   8.00,  -0.50,   2.59,   -26.69,    -8.38,   -20.31
66.610,          ,   7.99,  -0.59,   2.70,   -26.88,    -8.69,   -19.50
66.615,          ,   7.63,  -0.54,   2.51,   -27.88,    -7.62,   -18.75
66.620,          ,   7.39,  -0.58,   2.35,   -28.00,    -7.25,   -18.56
66.625,          ,   7.39,  -0.58,   2.35,   -28.00,    -7.25,   -18.56
66.635,          ,   7.21,  -0.60,   2.24,   -26.25,    -8.19,   -19.00
66.640,          ,   7.21,  -0.60,   2.24,   -26.25,    -8.19,   -19.00
66.645,          ,   7.14,  -0.65,   2.15,   -23.19,   -10.62,   -19.94
66.650,          ,   7.14,  -0.65,   2.15,   -23.19,   -10.62,   -19.94
66.655,          ,   7.15,  -0.61,   1.96,   -19.56,   -12.31,   -20.69
66.660,          ,   7.15,  -0.61,   1.96,   -19.56,   -12.31,   -20.69
66.665,          ,   7.13,  -0.44,   1.91,   -16.19,   -11.94,   -21.06
66.670,          ,   7.13,  -0.44,   1.91,   -14.62,   -14.25,   -21.81
66.675,          ,   7.26,  -0.37,   1.69,   -14.62,   -14.25,   -21.81
66.680,          ,   7.70,  -0.43,   1.45,   -13.25,   -19.12,   -21.81
66.690,          ,   7.70,  -0.43,   1.45,   -13.25,   -19.12,   -21.81
66.695,          ,   8.63,  -0.15,   2.55,   -10.44,   -22.25,   -21.62
66.700,          ,   8.63,  -0.15,   2.55,   -10.44,   -22.25,   -21.62
66.705,          ,   8.57,  -0.11,   2.61,   -11.50,   -18.31,   -22.19
66.710,          ,   8.57,  -0.11,   2.61,   -11.50,   -18.31,   -22.19
66.715,          ,   8.57,  -0.14,   2.33,   -14.06,   -17.56,   -23.25
66.720,          ,   8.57,  -0.14,   2.33,   -12.50,   -23.38,   -22.44
66.725,          ,   9.08,  -0.14,   1.76,   -12.50,   -23.38,   -22.44
66.730,          ,   9.08,  -0.14,   1.76,    -6.00,   -23.38,   -21.31
66.735,          ,   9.95,  -0.15,   2.61,    -6.00,   -23.38,   -21.31
66.740,          ,  10.17,  -0.36,   2.53,    -5.00,    -9.44,   -22.31
66.745,          ,  10.17,  -0.36,   2.53,    -5.00,    -9.44,   -22.31
66.750,          ,   9.63,  -0.29,   2.86,    -3.62,    -2.69,   -22.50
66.770,          ,   9.63,  -0.29,   2.86,    -3.62,    -2.69,   -22.50
66.775,          ,  11.60,  -0.51,   2.68,    -2.12,    -7.62,   -18.62
66.780,          ,  11.36,  -0.54,   2.48,     3.69,     9.06,   -16.75
66.790,          ,  11.36,  -0.54,   2.48,     3.69,     9.06,   -16.75
66.795,          ,  10.70,  -0.38,   3.21,     8.38,    12.56,   -16.38
66.800,          ,  10.70,  -0.38,   3.21,     8.38,    12.56,   -16.38
66.805,          ,  10.51,  -0.30,   3.72,     8.81,    -8.19,   -15.38
66.810,          ,  10.51,  -0.30,   3.72,     8.81,    -8.19,   -15.38
66.815,          ,  11.24,  -0.28,   3.65,    11.31,   -18.38,   -13.00
66.820,          ,  11.24,  -0.28,   3.65,    15.88,    -6.19,   -10.94
66.825,          ,  11.02,  -0.29,   4.05,    15.88,    -6.19,   -10.94
66.830,          ,  11.02,  -0.29,   4.05,    16.44,     2.81,    -9.88
66.835,          ,  10.62,  -0.18,   4.17,    16.44,     2.81,    -9.88
66.840,          ,  10.38,  -0.36,   3.59,    17.38,    -4.44,    -8.81
66.845,          ,  10.38,  -0.36,   3.59,    17.38,    -4.44,    -8.81
66.850,          ,  10.58,  -0.08,   3.93,    21.62,   -15.12,    -8.00
66.855,          ,  10.58,  -0.08,   3.93,    21.62,   -15.12,    -8.00
66.860,          ,  10.37,  -0.03,   3.76,    24.31,   -17.94,    -7.19
66.870,          ,  10.37,  -0.03,   3.76,    24.31,   -17.94,    -7.19
66.875,          ,  10.04,  -0.07,   3.52,    26.81,   -19.31,    -6.69
66.880,          ,  10.04,  -0.07,   3.52,    26.81,   -19.31,    -6.69
66.885,          ,   9.74,  -0.14,   3.62,    28.38,   -15.88,    -6.06
66.890,          ,   9.74,  -0.14,   3.62,    28.06,    -8.62,    -5.25
66.895,          ,   9.20,  -0.15,   3.42,    28.06,    -8.62,    -5.25
66.900,          ,   9.20,  -0.15,   3.42,    27.31,    -1.50,    -3.81
66.905,          ,   8.99,  -0.07,   3.29,    27.31,    -1.50,    -3.81
66.910,          ,   8.99,  -0.07,   3.29,    27.50,     6.25,    -2.69
66.915,          ,   8.66,  -0.05,   3.19,    27.50,     6.25,    -2.69
66.935,          ,   8.26,  -0.06,   3.07,    28.31,    10.94,    -1.81
66.940,          ,   7.95,  -0.02,   3.02,    31.94,    23.69,    -1.31
66.945,          ,   7.91,   0.05,   2.95,    31.94,    23.69,    -1.31
66.950,          ,   7.98,   0.07,   2.78,    31.19,    28.44,    -0.88
66.955,          ,   7.98,   0.07,   2.78,    31.19,    28.44,    -0.88
66.960,          ,   8.05,   0.06,   2.71,    30.06,    29.06,     1.00
66.965,          ,   8.05,   0.06,   2.71,    30.06,    29.06,     1.00
66.970,          ,   7.92,   0.23,   2.95,    29.75,    29.25,     3.81
66.980,          ,   7.92,   0.23,   2.95,    29.50,    27.44,     5.62
66.985,          ,   7.89,   0.44,   3.13,    29.50,    27.44,     5.62
66.990,          ,   7.89,   0.44,   3.13,    29.00,    23.25,     6.44
66.995,          ,   7.85,   0.55,   2.89,    29.00,    23.25,     6.44
67.000,          ,   7.85,   0.55,   2.89,    29.00,    23.25,     6.44
67.005,          ,   8.02,   0.63,   2.88,    29.62,    19.00,     6.69
67.010,          ,   8.02,   0.63,   2.88,    29.62,    19.00,     6.69
67.015,          ,   8.04,   0.66,   2.98,    29.56,    15.94,     6.62
67.020,          ,   8.14,   0.61,   3.13,    29.44,    12.62,     6.81
67.025,          ,   8.14,   0.61,   3.13,    29.44,    12.62,     6.81
67.030,          ,   8.34,   0.57,   3.15,    29.88,    11.00,     6.81
67.040,          ,   8.34,   0.57,   3.15,    29.88,    11.00,     6.81
67.045,          ,   8.91,   0.52,   3.11,    30.12,    12.44,     6.88
67.050,          ,   8.91,   0.52,   3.11,    30.12,    12.44,     6.88
67.055,          ,   9.21,   0.58,   3.11,    31.12,    16.62,     7.62
67.060,          ,   9.21,   0.58,   3.11,    31.12,    16.62,     7.62
67.065,          ,   9.32,   0.61,   3.18,    33.44,    21.50,     9.00
67.070,          ,   9.32,   0.61,   3.18,    36.19,    26.06,     8.88
67.075,          ,   9.37,   0.63,   3.24,    36.19,    26.06,     8.88
67.095,          ,   9.49,   0.64,   3.20,    37.50,    24.12,     8.44
67.100,          ,   9.51,   0.77,   3.33,    37.69,    18.38,     7.81
67.105,          ,   9.44,   0.92,   3.52,    36.69,    12.31,     6.88
67.110,          ,   9.44,   0.92,   3.52,    34.31,     3.75,     6.12
67.115,          ,   9.53,   1.00,   3.83,    34.31,     3.75,     6.12
67.120,          ,  10.67,   1.07,   3.46,    33.38,    -3.44,     8.25
67.125,          ,  10.67,   1.07,   3.46,    33.38,    -3.44,     8.25
67.135,          ,  10.46,   1.13,   3.55,    35.88,     2.38,    10.44
67.140,          ,  10.46,   1.13,   3.55,    35.81,    14.50,     9.38
67.145,          ,  10.29,   1.08,   3.36,    35.81,    14.50,     9.38
67.150,          ,  10.29,   1.08,   3.36,    35.81,    14.50,     9.38
67.155,          ,   9.75,   1.07,   3.25,    33.38,    13.00,     9.19
67.160,          ,   9.75,   1.07,   3.25,    33.38,    13.00,     9.19
67.165,          ,   9.29,   0.68,   3.96,    29.38,     2.38,     8.69
67.170,          ,   9.29,   0.68,   3.96,    24.69,    -8.38,    11.44
67.175,          ,  10.01,   0.66,   3.56,    24.69,    -8.38,    11.44
67.180,          ,   9.88,   0.52,   2.58,    22.19,    -4.94,    13.69
67.190,          ,   9.88,   0.52,   2.58,    22.19,    -4.94,    13.69
67.195,          ,   9.22,   0.58,   2.75,    23.75,    -5.75,    14.75
67.200,          ,   9.22,   0.58,   2.75,    23.75,    -5.75,    14.75
67.205,          ,   8.99,   0.61,   3.99,    23.50,   -19.19,    14.94
67.210,          ,   8.99,   0.61,   3.99,    23.50,   -19.19,    14.94
67.215,          ,   9.19,   0.53,   3.53,    24.12,   -23.19,    14.88
67.220,          ,   9.19,   0.53,   3.53,    28.81,   -13.12,    13.38
67.225,          ,   8.97,   0.51,   3.21,    28.81,   -13.12,    13.38
67.230,          ,   8.68,   0.47,   3.28,    30.75,   -10.69,    12.12
67.235,          ,   8.68,   0.47,   3.28,    30.75,   -10.69,    12.12
67.245,          ,   8.75,   0.26,   3.44,    29.62,   -17.25,    11.56
67.260,          ,   8.75,   0.26,   3.44,    29.62,   -17.25,    11.56
67.265,          ,   8.85,   0.27,   3.20,    29.06,   -11.44,    11.62
67.270,          ,   8.74,   0.37,   3.17,    29.62,    -6.06,    11.94
67.275,          ,   8.74,   0.37,   3.17,    29.62,    -6.06,    11.94
67.285,          ,   8.66,   0.47,   2.86,    30.19,    -5.00,    12.44
67.290,          ,   8.66,   0.47,   2.86,    31.00,    -5.31,    12.62
67.295,          ,   8.74,   0.45,   2.87,    31.00,    -5.31,    12.62
67.300,          ,   8.74,   0.45,   2.87,    31.00,    -5.31,    12.62
67.305,          ,   8.70,   0.46,   3.04,    31.81,    -4.31,    12.62
67.310,          ,   8.70,   0.46,   3.04,    31.56,    -1.62,    12.50
67.315,          ,   8.64,   0.45,   3.12,    31.56,    -1.62,    12.50
67.320,          ,   8.60,   0.48,   2.90,    31.94,     0.31,    12.12
67.325,          ,   8.60,   0.48,   2.90,    31.94,     0.31,    12.12
