Start 1h:3m:14s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s]
45.210,          ,  10.81,  -0.48,   4.27,     4.81,     2.50,     0.00
45.215,          ,  11.56,  -0.34,   4.31,     0.31,    10.62,     2.19
45.220,          ,  11.56,  -0.34,   4.31,    -2.06,    20.00,     4.00
45.230,          ,  11.87,  -0.15,   4.50,    -2.06,    20.00,     4.00
45.235,          ,  11.90,   0.06,   5.04,    -1.44,    31.69,     5.44
45.240,          ,  11.90,   0.06,   5.04,    -1.44,    31.69,     5.44
45.245,          ,  11.77,   0.30,   5.59,    -2.75,    39.88,     7.75
45.250,          ,  11.77,   0.30,   5.59,    -2.75,    39.88,     7.75
45.255,          ,  11.79,  -0.05,   4.50,    -5.00,    42.00,    10.12
45.260,          ,  11.79,  -0.05,   4.50,    -4.75,    40.81,    11.88
45.265,          ,  12.79,  -0.71,   2.77,    -4.75,    40.81,    11.88
45.270,          ,  12.79,  -0.71,   2.77,     2.12,    44.50,    11.25
45.275,          ,  13.39,  -1.10,   3.07,     2.12,    44.50,    11.25
45.280,          ,  12.69,  -1.13,   3.24,    -1.81,    61.12,     9.44
45.285,          ,  12.69,  -1.13,   3.24,    -1.81,    61.12,     9.44
45.290,          ,  11.39,  -1.46,   1.01,    -5.75,    54.94,     8.38
45.295,          ,  11.39,  -1.46,   1.01,    -5.75,    54.94,     8.38
45.300,          ,  10.98,  -1.39,   0.00,    -8.38,    49.12,     9.31
45.310,          ,  10.98,  -1.39,   0.00,    -8.38,    49.12,     9.31
45.315,          ,  10.59,  -1.55,  -1.04,    -4.88,    57.19,    10.81
45.320,          ,  10.59,  -1.55,  -1.04,    -4.88,    57.19,    10.81
45.325,          ,  10.26,  -1.73,  -2.30,     2.69,    56.25,    12.88
45.330,          ,  10.26,  -1.73,  -2.30,     6.81,    68.88,    10.69
45.335,          ,   8.57,  -1.96,   1.33,     6.81,    68.88,    10.69
45.355,          ,   8.57,  -1.96,   1.33,     6.81,    68.88,    10.69
45.360,          ,  10.97,  -2.84,  -4.67,    11.00,    42.88,    14.88
45.365,          ,  12.69,  -2.40,  -3.00,    24.62,    32.25,    18.88
45.370,          ,  12.69,  -2.40,  -3.00,    17.88,     8.62,    22.88
45.375,          ,  12.41,  -1.26,   1.64,    17.88,     8.62,    22.88
45.380,          ,  12.41,  -1.26,   1.64,     4.19,   -37.94,    24.88
45.385,          ,  12.84,  -1.26,  -0.10,     4.19,   -37.94,    24.88
45.390,          ,  12.84,  -1.26,  -0.10,     4.19,   -37.94,    24.88
45.395,          ,  13.46,  -1.50,  -1.45,     3.50,   -39.25,    22.69
45.400,          ,  13.46,  -1.50,  -1.45,     3.50,   -39.25,    22.69
45.405,          ,  13.30,  -1.34,   0.22,     5.50,   -14.06,    19.44
45.410,          ,  13.30,  -1.34,   0.22,    -4.00,   -12.44,    18.06
45.415,          ,  12.45,  -0.66,   3.02,    -4.00,   -12.44,    18.06
45.425,          ,  12.34,  -0.48,   2.33,   -11.00,   -17.69,    17.50
45.430,          ,  12.34,  -0.48,   2.33,   -11.00,   -17.69,    17.50
45.435,          ,  11.94,  -0.07,   2.38,    -8.94,    -3.19,    14.75
45.440,          ,  11.94,  -0.07,   2.38,    -8.94,    -3.19,    14.75
45.445,          ,  10.99,   0.37,   3.07,    -7.69,     7.06,    10.50
45.450,          ,  10.99,   0.37,   3.07,    -7.69,     7.06,    10.50
45.455,          ,   8.60,   0.51,   2.89,    -9.56,     2.38,     6.00
45.460,          ,   8.60,   0.51,   2.89,    -9.25,    -1.69,     2.25
45.465,          ,   7.60,   0.38,   2.27,    -9.25,    -1.69,     2.25
45.475,          ,   6.59,   0.28,   2.10,    -7.94,    -4.25,    -1.56
45.480,          ,   6.59,   0.28,   2.10,    -7.94,    -4.25,    -1.56
45.485,          ,   5.77,   0.29,   2.17,    -8.69,   -10.06,    -5.19
45.490,          ,   5.77,   0.29,   2.17,    -8.69,   -10.06,    -5.19
45.495,          ,   4.70,   0.29,   1.95,   -11.44,   -12.56,    -8.38
45.500,          ,   4.70,   0.29,   1.95,   -11.44,   -12.56,    -8.38
45.520,          ,   4.27,   0.25,   1.00,   -15.69,    -7.94,   -10.38
45.525,          ,   3.44,   0.23,   1.35,   -25.12,   -22.88,   -11.38
45.530,          ,   3.44,   0.23,   1.35,   -25.12,   -22.88,   -11.38
45.535,          ,   3.72,   0.06,   1.12,   -29.38,   -30.56,   -11.12
45.540,          ,   3.72,   0.06,   1.12,   -29.38,   -30.56,   -11.12
45.545,          ,   3.71,   0.03,   0.75,   -33.00,   -29.38,   -10.50
45.550,          ,   3.71,   0.03,   0.75,   -37.44,   -32.62,    -9.06
45.555,          ,   3.60,  -0.05,   0.83,   -37.44,   -32.62,    -9.06
45.560,          ,   4.04,  -0.07,   1.44,   -44.06,   -43.75,    -6.88
45.565,          ,   4.04,  -0.07,   1.44,   -44.06,   -43.75,    -6.88
45.575,          ,   4.51,  -0.34,   0.76,   -50.12,   -48.62,    -5.00
45.580,          ,   4.51,  -0.34,   0.76,   -50.12,   -48.62,    -5.00
45.585,          ,   4.92,  -0.73,   0.50,   -51.19,   -41.31,    -4.06
45.590,          ,   4.92,  -0.73,   0.50,   -51.19,   -41.31,    -4.06
45.595,          ,   5.26,  -1.17,   0.79,   -51.69,   -34.81,    -4.06
45.600,          ,   5.26,  -1.17,   0.79,   -51.69,   -34.81,    -4.06
45.605,          ,   6.53,  -1.83,   1.98,   -51.62,   -33.25,    -4.06
45.610,          ,   6.53,  -1.83,   1.98,   -51.62,   -27.25,    -4.19
45.615,          ,   7.19,  -2.04,   2.20,   -51.62,   -27.25,    -4.19
45.620,          ,   7.78,  -2.25,   1.61,   -50.38,   -17.12,    -3.75
45.630,          ,   7.78,  -2.25,   1.61,   -50.38,   -17.12,    -3.75
45.635,          ,   8.43,  -2.59,   1.27,   -47.25,    -8.50,    -1.69
45.640,          ,   8.43,  -2.59,   1.27,   -47.25,    -8.50,    -1.69
45.645,          ,   9.47,  -2.98,   2.85,   -47.56,    -3.19,     1.62
45.650,          ,   9.47,  -2.98,   2.85,   -47.56,    -3.19,     1.62
45.655,          ,   9.81,  -3.01,   2.18,   -47.19,    -1.12,     4.06
45.660,          ,   9.81,  -3.01,   2.18,   -43.06,    -2.00,     4.38
45.680,          ,  10.26,  -2.91,   2.01,   -43.06,    -2.00,     4.38
45.685,          ,  10.49,  -2.43,   2.72,   -43.94,    -1.94,     0.19
45.690,          ,  10.49,  -2.43,   2.72,   -42.56,    -1.75,    -2.19
45.695,          ,  11.02,  -2.06,   2.82,   -42.56,    -1.75,    -2.19
45.700,          ,  11.37,  -1.89,   2.56,   -37.19,     8.50,    -5.38
45.705,          ,  11.37,  -1.89,   2.56,   -37.19,     8.50,    -5.38
45.710,          ,  11.76,  -1.67,   1.03,   -20.88,    14.62,    -9.06
45.720,          ,  11.76,  -1.67,   1.03,   -20.88,    14.62,    -9.06
45.725,          ,  11.86,  -1.63,   6.41,   -10.62,    35.50,   -12.94
45.730,          ,  11.86,  -1.63,   6.41,   -10.62,    35.50,   -12.94
45.735,          ,  11.40,  -2.76,   3.50,    -9.50,    53.44,   -14.69
45.740,          ,  11.40,  -2.76,   3.50,    -9.50,    53.44,   -14.69
45.745,          ,  11.49,  -3.45,   1.38,     7.50,    48.38,   -14.88
45.750,          ,  11.49,  -3.45,   1.38,     7.50,    48.38,   -14.88
45.755,          ,  12.03,  -4.05,   2.82,    19.94,    41.50,   -13.50
45.760,          ,  12.03,  -4.05,   2.82,    26.44,    28.62,   -12.50
45.765,          ,  11.74,  -3.63,   5.74,    26.44,    28.62,   -12.50
45.770,          ,  14.50,  -2.52,   4.50,    31.88,    13.88,   -11.06
45.780,          ,  14.50,  -2.52,   4.50,    31.88,    13.88,   -11.06
45.785,          ,  17.32,  -1.84,   3.86,    35.44,    45.31,    -4.12
45.790,          ,  17.32,  -1.84,   3.86,    35.44,    45.31,    -4.12
45.795,          ,  16.69,  -1.25,   4.22,    43.00,    97.50,    -0.06
45.800,          ,  16.69,  -1.25,   4.22,    43.00,    97.50,    -0.06
45.805,          ,  15.45,  -0.84,   2.51,    51.25,    86.19,     0.12
45.810,          ,  15.45,  -0.84,   2.51,    53.44,    77.88,     0.62
45.815,          ,  14.67,  -0.98,   1.73,    53.44,    77.88,     0.62
45.820,          ,  13.19,  -0.94,   0.95,    51.31,    80.12,     1.31
45.825,          ,  13.19,  -0.94,   0.95,    51.31,    80.12,     1.31
45.845,          ,  12.02,  -0.80,   0.16,    43.62,    58.31,     3.12
45.850,          ,   8.40,  -0.24,  -2.41,    23.69,   -41.81,     4.50
45.855,          ,   8.17,   0.60,  -2.74,    23.69,   -41.81,     4.50
45.860,          ,   9.79,   1.41,  -2.13,    11.94,   -67.94,     8.19
45.865,          ,   9.79,   1.41,  -2.13,    11.94,   -67.94,     8.19
45.875,          ,  11.04,   1.76,  -0.45,     7.19,   -31.12,    12.25
45.880,          ,  11.04,   1.76,  -0.45,     4.88,     6.81,    11.81
45.885,          ,  10.18,   2.07,   0.93,     4.88,     6.81,    11.81
45.890,          ,  10.18,   2.07,   0.93,     4.88,     6.81,    11.81
45.895,          ,  10.04,   1.88,   0.84,     5.31,    10.00,     9.12
45.900,          ,  10.04,   1.88,   0.84,     5.31,    10.00,     9.12
45.905,          ,  10.48,   1.53,   0.81,    10.50,     1.56,     4.56
45.910,          ,  10.48,   1.53,   0.81,    16.88,     0.75,    -1.50
45.915,          ,  11.26,   0.92,   1.22,    16.88,     0.75,    -1.50
45.920,          ,  11.04,  -0.48,   1.98,    22.62,     6.44,    -7.06
45.925,          ,  11.04,  -0.48,   1.98,    22.62,     6.44,    -7.06
45.930,          ,  10.76,  -1.08,   2.00,    25.12,     0.56,    -9.75
45.935,          ,  10.76,  -1.08,   2.00,    25.12,     0.56,    -9.75
45.940,          ,  10.34,  -1.66,   2.03,    26.94,    -3.88,   -10.44
45.945,          ,  10.34,  -1.66,   2.03,    26.94,    -3.88,   -10.44
45.950,          ,   7.58,  -2.30,   1.78,    29.62,   -12.25,    -9.25
45.955,          ,   7.58,  -2.30,   1.78,    29.62,   -12.25,    -9.25
45.965,          ,   7.04,  -2.42,   2.09,    33.06,   -35.81,    -7.06
45.970,          ,   7.04,  -2.42,   2.09,    36.81,   -50.44,    -3.88
45.975,          ,   6.73,  -2.38,   2.14,    36.81,   -50.44,    -3.88
45.980,          ,   6.73,  -2.38,   2.14,    40.12,   -52.31,    -0.44
45.985,          ,   6.38,  -2.21,   1.95,    40.12,   -52.31,    -0.44
45.990,          ,   6.38,  -2.21,   1.95,    40.12,   -52.31,    -0.44
46.005,          ,   5.50,  -1.66,   1.48,    44.06,   -52.50,     3.62
46.010,          ,   5.21,  -1.13,   1.51,    50.94,   -50.62,    10.31
46.015,          ,   5.21,  -1.13,   1.51,    50.94,   -50.62,    10.31
46.025,          ,   5.11,  -0.79,   1.48,    53.81,   -40.56,    10.94
46.030,          ,   5.11,  -0.79,   1.48,    55.44,   -31.31,    10.94
46.035,          ,   5.29,  -0.32,   1.59,    55.44,   -31.31,    10.94
46.040,          ,   5.29,  -0.32,   1.59,    55.44,   -31.31,    10.94
46.045,          ,   5.51,  -0.19,   1.51,    56.38,   -24.00,    10.69
46.050,          ,   5.51,  -0.19,   1.51,    56.38,   -24.00,    10.69
46.055,          ,   5.80,   0.03,   1.62,    57.25,   -16.12,     9.88
46.060,          ,   5.80,   0.03,   1.62,    55.38,    -8.94,     8.06
46.065,          ,   5.84,   0.22,   1.86,    55.38,    -8.94,     8.06
46.070,          ,   6.28,   0.58,   1.64,    50.75,    -9.81,     5.06
46.075,          ,   6.28,   0.58,   1.64,    50.75,    -9.81,     5.06
46.085,          ,   7.11,   0.72,   1.39,    50.75,   -13.81,     4.81
46.090,          ,   7.11,   0.72,   1.39,    50.75,   -13.81,     4.81
46.095,          ,   7.43,   1.04,   1.92,    55.06,     0.31,     2.94
46.100,          ,   7.43,   1.04,   1.92,    55.06,     0.31,     2.94
46.105,          ,   7.55,   1.16,   2.12,    57.44,    14.56,    -0.19
46.110,          ,   7.55,   1.16,   2.12,    50.19,    11.38,    -3.31
46.115,          ,   7.23,   1.24,   2.87,    50.19,    11.38,    -3.31
46.120,          ,   7.23,   1.24,   2.87,    44.75,    -6.56,    -3.44
46.125,          ,   7.81,   1.34,   2.35,    44.75,    -6.56,    -3.44
46.130,          ,   8.89,   1.58,   3.13,    41.06,   -12.19,    -2.00
46.135,          ,   8.89,   1.58,   3.13,    41.06,   -12.19,    -2.00
46.140,          ,   9.04,   1.58,   2.98,    33.81,    -2.19,    -2.06
46.145,          ,   9.04,   1.58,   2.98,    33.81,    -2.19,    -2.06
46.165,          ,   9.05,   1.66,   3.77,    26.75,   -12.56,    -3.62
46.170,          ,   9.92,   1.70,   3.39,    11.62,   -23.31,    -5.69
46.175,          ,  10.56,   1.60,   2.82,    11.62,   -23.31,    -5.69
46.180,          ,  10.60,   1.61,   3.01,     8.12,    -9.25,    -6.69
46.185,          ,  10.60,   1.61,   3.01,     8.12,    -9.25,    -6.69
46.190,          ,   9.91,   1.20,   3.59,     2.88,    -5.12,    -6.50
46.195,          ,   9.91,   1.20,   3.59,     2.88,    -5.12,    -6.50
46.200,          ,  10.02,   0.73,   3.63,    -1.25,    -8.19,    -5.06
46.205,          ,  10.02,   0.73,   3.63,    -1.25,    -8.19,    -5.06
46.215,          ,  10.33,   0.43,   3.93,    -3.06,    -4.94,    -4.44
46.220,          ,  10.33,   0.43,   3.93,    -6.44,     1.31,    -3.81
46.225,          ,  10.53,   0.29,   4.26,    -6.44,     1.31,    -3.81
46.230,          ,  10.53,   0.29,   4.26,    -9.44,     6.19,    -2.69
46.235,          ,  10.94,   0.11,   4.36,    -9.44,     6.19,    -2.69
46.240,          ,  10.94,   0.11,   4.36,   -11.31,    11.81,    -1.38
46.245,          ,  11.05,   0.08,   4.89,   -11.31,    11.81,    -1.38
46.250,          ,  11.05,   0.08,   4.89,   -14.88,    13.44,    -0.06
46.255,          ,  11.28,   0.12,   5.76,   -14.88,    13.44,    -0.06
46.260,          ,  11.70,   0.23,   6.21,   -19.44,    15.19,     0.88
46.265,          ,  11.70,   0.23,   6.21,   -19.44,    15.19,     0.88
46.270,          ,  12.17,   0.55,   6.68,   -21.62,    23.44,     1.62
46.275,          ,  12.17,   0.55,   6.68,   -21.62,    23.44,     1.62
46.280,          ,  12.32,   0.48,   7.03,   -26.69,    32.38,     2.94
46.285,          ,  12.32,   0.48,   7.03,   -26.69,    32.38,     2.94
46.290,          ,  13.31,  -0.04,   5.40,   -34.12,    36.19,     4.81
46.295,          ,  13.31,  -0.04,   5.40,   -34.12,    36.19,     4.81
46.300,          ,  13.78,  -0.84,   3.83,   -31.31,    48.56,     5.06
46.305,          ,  13.78,  -0.84,   3.83,   -31.31,    48.56,     5.06
46.325,          ,  12.85,  -0.93,   2.30,   -26.00,    59.25,     2.38
46.330,          ,  11.73,  -1.05,   0.99,   -11.44,    77.12,    -4.06
46.340,          ,  11.73,  -1.05,   0.99,   -11.44,    77.12,    -4.06
46.345,          ,  10.88,  -2.08,  -0.45,    -3.19,    89.31,    -5.62
46.350,          ,  10.88,  -2.08,  -0.45,    -3.19,    89.31,    -5.62
46.355,          ,  10.49,  -2.48,  -0.79,     5.06,    93.62,    -4.31
46.360,          ,  10.49,  -2.48,  -0.79,    12.38,    98.25,    -3.50
46.365,          ,   9.36,  -2.61,  -0.34,    12.38,    98.25,    -3.50
46.370,          ,   8.52,  -2.66,  -0.41,    15.50,    86.44,    -1.12
46.375,          ,   8.52,  -2.66,  -0.41,    15.50,    86.44,    -1.12
46.380,          ,  10.02,  -2.94,  -3.15,    20.44,    50.81,     5.12
46.385,          ,  10.02,  -2.94,  -3.15,    20.44,    50.81,     5.12
46.390,          ,  10.71,  -2.70,  -2.23,    30.00,    17.00,    11.69
46.400,          ,  10.71,  -2.70,  -2.23,    30.00,    17.00,    11.69
46.405,          ,  10.94,  -2.07,   0.25,    31.12,    -6.69,    16.25
46.410,          ,  10.94,  -2.07,   0.25,    19.12,   -23.38,    19.69
46.415,          ,  11.39,  -1.38,   1.28,    19.12,   -23.38,    19.69
46.420,          ,  12.49,  -0.57,   0.32,    11.56,   -27.31,    21.75
46.425,          ,  12.49,  -0.57,   0.32,    11.56,   -27.31,    21.75
46.430,          ,  12.46,  -0.21,   1.18,     9.75,   -22.69,    20.25
46.435,          ,  12.46,  -0.21,   1.18,     9.75,   -22.69,    20.25
46.440,          ,  12.38,   0.21,   2.24,     2.94,   -26.94,    17.31
46.445,          ,  12.38,   0.21,   2.24,     2.94,   -26.94,    17.31
46.450,          ,  12.19,   0.51,   2.80,    -3.81,   -30.69,    13.31
46.455,          ,  12.19,   0.51,   2.80,    -8.44,   -29.31,     8.75
46.465,          ,  11.08,   0.95,   3.18,    -8.44,   -29.31,     8.75
46.470,          ,  11.08,   0.95,   3.18,    -8.50,   -31.25,     6.69
46.475,          ,  10.61,   0.96,   2.69,    -8.50,   -31.25,     6.69
46.495,          ,   9.54,   0.93,   2.61,    -3.75,   -22.25,     2.88
46.500,          ,   8.44,   0.69,   2.31,    -2.00,   -10.56,    -4.06
46.505,          ,   6.93,   0.54,   3.32,    -7.75,   -26.19,    -7.88
46.510,          ,   6.93,   0.54,   3.32,   -12.50,   -34.12,    -7.06
46.515,          ,   7.32,   0.21,   1.16,   -12.50,   -34.12,    -7.06
46.520,          ,   6.96,   0.07,   0.56,    -4.38,   -25.31,    -5.94
46.525,          ,   6.96,   0.07,   0.56,    -4.38,   -25.31,    -5.94
46.530,          ,   5.94,   0.00,   1.61,    -0.31,   -25.38,    -7.56
46.535,          ,   5.94,   0.00,   1.61,    -0.31,   -25.38,    -7.56
46.540,          ,   4.99,  -0.28,   2.70,    -2.31,   -44.50,    -8.94
46.545,          ,   4.99,  -0.28,   2.70,    -2.31,   -44.50,    -8.94
46.550,          ,   5.56,  -0.30,   2.41,    -2.44,   -51.50,   -10.00
46.560,          ,   5.56,  -0.30,   2.41,    -1.38,   -30.06,   -11.00
46.565,          ,   5.61,  -0.35,   1.91,    -1.38,   -30.06,   -11.00
46.570,          ,   4.94,  -0.37,   1.87,    -1.56,   -13.31,   -11.25
46.575,          ,   4.94,  -0.37,   1.87,    -1.56,   -13.31,   -11.25
46.580,          ,   4.49,  -0.51,   1.11,    -4.44,   -16.75,   -10.44
46.585,          ,   4.49,  -0.51,   1.11,    -4.44,   -16.75,   -10.44
46.590,          ,   4.80,  -0.52,   1.08,    -5.12,   -26.12,    -9.19
46.595,          ,   4.80,  -0.52,   1.08,    -5.12,   -26.12,    -9.19
46.600,          ,   5.26,  -0.49,   1.38,    -6.81,   -29.38,    -7.75
46.605,          ,   5.26,  -0.49,   1.38,    -9.50,   -31.06,    -5.75
46.615,          ,   5.69,  -0.56,   1.37,    -9.50,   -31.06,    -5.75
46.620,          ,   5.69,  -0.56,   1.37,   -10.06,   -31.88,    -4.69
46.625,          ,   6.30,  -0.79,   1.64,   -10.06,   -31.88,    -4.69
46.630,          ,   6.79,  -0.83,   2.29,   -11.69,   -32.25,    -3.88
46.635,          ,   6.79,  -0.83,   2.29,   -11.69,   -32.25,    -3.88
46.655,          ,   7.42,  -1.03,   2.61,   -15.19,   -32.88,    -1.56
46.660,          ,   8.13,  -1.23,   2.63,   -15.94,   -24.44,     3.12
46.665,          ,   9.13,  -1.68,   2.89,   -15.94,   -24.44,     3.12
46.670,          ,   9.24,  -1.70,   3.38,   -15.31,   -18.94,     5.19
46.675,          ,   9.24,  -1.70,   3.38,   -15.31,   -18.94,     5.19
46.680,          ,   9.35,  -1.57,   3.54,   -17.00,   -18.12,     6.62
46.685,          ,   9.35,  -1.57,   3.54,   -17.00,   -18.12,     6.62
46.690,          ,  10.09,  -1.64,   2.61,   -17.50,   -21.00,     7.81
46.695,          ,  10.09,  -1.64,   2.61,   -17.50,   -21.00,     7.81
46.700,          ,  10.25,  -1.64,   3.17,   -16.62,   -21.94,     8.69
46.705,          ,  10.25,  -1.64,   3.17,   -18.31,   -15.94,     8.19
