Start 5h:51m:20s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s]
37.315,          ,   9.10,  -0.52,   1.37,   -98.94,     4.06,   -25.12
37.320,          ,   9.11,  -0.72,   1.00,  -100.00,    13.75,   -27.62
37.340,          ,   9.11,  -0.72,   1.00,  -100.00,    13.75,   -27.62
37.345,          ,   9.34,  -0.80,   1.49,  -101.81,    14.19,   -33.88
37.350,          ,   9.64,  -0.88,   1.77,  -103.62,     9.56,   -35.88
37.355,          ,   9.64,  -0.88,   1.77,  -103.62,     9.56,   -35.88
37.360,          ,  10.24,  -0.94,   2.02,  -105.06,     8.88,   -36.69
37.365,          ,  10.24,  -0.94,   2.02,  -106.50,     9.75,   -37.19
37.370,          ,  10.34,  -0.97,   2.05,  -106.50,     9.75,   -37.19
37.375,          ,  10.34,  -0.97,   2.05,  -106.50,     9.75,   -37.19
37.380,          ,  10.50,  -0.98,   2.14,  -107.62,     8.00,   -38.19
37.385,          ,  10.50,  -0.98,   2.14,  -107.62,     8.00,   -38.19
37.390,          ,  10.89,  -1.05,   2.28,  -109.19,     3.75,   -38.94
37.395,          ,  10.89,  -1.05,   2.28,  -111.25,     4.69,   -39.06
37.400,          ,  10.90,  -1.19,   2.22,  -111.25,     4.69,   -39.06
37.405,          ,  10.69,  -1.03,   2.00,  -112.12,     5.56,   -39.69
37.415,          ,  10.69,  -1.03,   2.00,  -112.12,     5.56,   -39.69
37.420,          ,  10.80,  -0.74,   1.61,  -112.81,    -2.69,   -40.69
37.425,          ,  10.80,  -0.74,   1.61,  -112.81,    -2.69,   -40.69
37.430,          ,  11.67,  -0.48,   1.48,  -113.56,   -19.12,   -41.19
37.435,          ,  11.67,  -0.48,   1.48,  -113.56,   -19.12,   -41.19
37.440,          ,  12.46,  -0.25,   0.79,  -115.19,   -22.94,   -40.56
37.445,          ,  12.46,  -0.25,   0.79,  -117.69,   -23.06,   -40.31
37.450,          ,  12.67,  -0.18,   0.84,  -117.69,   -23.06,   -40.31
37.455,          ,  12.67,  -0.18,   0.84,  -120.31,   -19.44,   -40.00
37.460,          ,  12.48,   0.06,   0.46,  -120.31,   -19.44,   -40.00
37.465,          ,  13.15,   0.95,  -0.42,  -119.69,   -20.75,   -40.81
37.470,          ,  13.15,   0.95,  -0.42,  -119.69,   -20.75,   -40.81
37.475,          ,  13.32,   1.30,  -1.04,  -116.75,   -24.56,   -43.19
37.495,          ,  13.32,   1.30,  -1.04,  -116.75,   -24.56,   -43.19
37.500,          ,  12.85,   1.33,  -1.10,  -117.38,   -47.50,   -46.31
37.505,          ,  14.15,   1.04,  -0.42,  -121.81,   -66.00,   -45.06
37.515,          ,  14.15,   1.04,  -0.42,  -121.81,   -66.00,   -45.06
37.520,          ,  13.35,   0.92,  -1.02,  -122.25,   -64.62,   -38.06
37.525,          ,  13.35,   0.92,  -1.02,  -122.25,   -64.62,   -38.06
37.530,          ,  11.71,   0.62,  -1.00,  -123.12,   -38.06,   -32.75
37.535,          ,  11.71,   0.62,  -1.00,  -123.12,   -38.06,   -32.75
37.540,          ,  11.36,   0.31,  -0.29,  -130.12,   -32.50,   -32.50
37.545,          ,  11.36,   0.31,  -0.29,  -130.12,   -32.50,   -32.50
37.550,          ,  10.31,   0.30,   0.01,  -136.19,   -26.50,   -29.69
37.555,          ,  10.31,   0.30,   0.01,  -139.44,   -21.12,   -26.12
37.560,          ,  10.03,   0.37,   0.20,  -139.44,   -21.12,   -26.12
37.565,          ,  10.03,   0.37,   0.20,  -142.94,   -17.31,   -23.31
37.570,          ,   9.65,   0.58,  -0.75,  -142.94,   -17.31,   -23.31
37.575,          ,   9.65,   0.58,  -0.75,  -142.94,   -17.31,   -23.31
37.580,          ,   8.64,   0.77,  -1.70,  -147.31,    -5.69,   -21.19
37.585,          ,   8.64,   0.77,  -1.70,  -147.31,    -5.69,   -21.19
37.590,          ,   7.66,   1.18,  -2.05,  -149.75,   -10.38,   -20.00
37.595,          ,   7.66,   1.18,  -2.05,  -147.75,   -21.12,   -19.19
37.600,          ,   7.25,   1.38,  -2.08,  -147.75,   -21.12,   -19.19
37.610,          ,   7.15,   1.60,  -1.76,  -143.50,   -29.06,   -19.44
37.615,          ,   7.15,   1.60,  -1.76,  -143.50,   -29.06,   -19.44
37.620,          ,   7.12,   1.87,  -1.49,  -140.38,   -32.69,   -20.00
37.625,          ,   7.12,   1.87,  -1.49,  -140.38,   -32.69,   -20.00
37.630,          ,   6.60,   2.25,  -1.09,  -142.00,   -30.00,   -19.75
37.635,          ,   6.60,   2.25,  -1.09,  -142.00,   -30.00,   -19.75
37.640,          ,   6.30,   2.32,  -0.98,  -146.00,   -27.25,   -18.56
37.660,          ,   6.10,   2.45,  -0.80,  -149.06,   -24.31,   -16.88
37.665,          ,   5.94,   2.58,  -0.59,  -150.00,   -18.38,   -13.50
37.670,          ,   6.00,   2.62,  -0.80,  -150.00,   -18.38,   -13.50
37.675,          ,   6.00,   2.62,  -0.80,  -150.00,   -18.38,   -13.50
37.680,          ,   6.36,   2.60,  -0.81,  -147.38,   -20.19,   -12.06
37.685,          ,   6.36,   2.60,  -0.81,  -147.38,   -20.19,   -12.06
37.690,          ,   6.64,   2.52,  -0.74,  -143.69,   -20.75,   -11.31
37.695,          ,   6.64,   2.52,  -0.74,  -142.00,   -21.56,   -12.06
37.700,          ,   7.70,   2.09,  -0.47,  -142.00,   -21.56,   -12.06
37.705,          ,   7.70,   2.09,  -0.47,  -142.44,   -20.25,   -12.81
37.710,          ,   8.14,   1.81,  -0.30,  -142.44,   -20.25,   -12.81
37.715,          ,   8.71,   1.55,  -0.04,  -140.44,   -15.88,   -12.44
37.720,          ,   8.71,   1.55,  -0.04,  -140.44,   -15.88,   -12.44
37.725,          ,   9.12,   1.28,  -0.39,  -137.56,    -8.56,   -11.31
37.730,          ,   9.12,   1.28,  -0.39,  -137.56,    -8.56,   -11.31
37.735,          ,   9.49,   0.95,  -0.41,  -134.75,     0.69,   -10.19
37.745,          ,   9.49,   0.95,  -0.41,  -134.75,     0.69,   -10.19
37.750,          ,   9.63,   0.91,  -0.39,  -129.62,     4.31,    -9.25
37.755,          ,   9.63,   0.91,  -0.39,  -129.62,     4.31,    -9.25
37.760,          ,   9.67,   0.88,  -0.48,  -125.19,     7.06,    -8.75
37.765,          ,   9.67,   0.88,  -0.48,  -125.19,     7.06,    -8.75
37.770,          ,   9.80,   1.13,  -0.41,  -121.44,     6.81,    -7.00
37.775,          ,   9.80,   1.13,  -0.41,  -121.44,     6.81,    -7.00
37.780,          ,  10.14,   2.00,  -0.54,  -116.88,     4.75,    -4.69
37.785,          ,  10.14,   2.00,  -0.54,  -116.88,     4.75,    -4.69
37.790,          ,  10.45,   2.27,  -0.64,  -112.69,     1.88,    -3.19
37.795,          ,  10.45,   2.27,  -0.64,  -108.44,    -5.62,    -1.19
37.800,          ,  10.93,   2.33,  -0.41,  -108.44,    -5.62,    -1.19
37.820,          ,  11.35,   2.18,  -0.11,  -104.94,   -11.44,     1.12
37.825,          ,  11.39,   1.80,   0.26,  -101.88,   -10.62,     3.25
37.830,          ,  11.10,   1.68,   0.26,   -98.38,    -5.75,     4.25
37.835,          ,  11.10,   1.68,   0.26,   -94.06,    -2.00,     4.25
37.840,          ,  10.79,   1.66,   0.34,   -94.06,    -2.00,     4.25
37.845,          ,  10.63,   1.74,   0.49,   -90.06,    -0.81,     4.06
37.850,          ,  10.63,   1.74,   0.49,   -90.06,    -0.81,     4.06
37.855,          ,  10.07,   1.77,   0.31,   -87.25,     2.44,     4.50
37.865,          ,  10.07,   1.77,   0.31,   -87.25,     2.44,     4.50
37.870,          ,   9.69,   1.68,   0.23,   -85.50,     5.25,     4.81
37.875,          ,   9.69,   1.68,   0.23,   -85.50,     5.25,     4.81
37.880,          ,   9.49,   1.53,   0.37,   -83.31,     3.81,     5.06
37.885,          ,   9.49,   1.53,   0.37,   -83.31,     3.81,     5.06
37.890,          ,   9.35,   1.49,   0.55,   -80.25,     0.94,     5.31
37.895,          ,   9.35,   1.49,   0.55,   -80.25,     0.94,     5.31
37.900,          ,   8.88,   1.45,   0.75,   -76.75,     1.31,     5.50
37.905,          ,   8.88,   1.45,   0.75,   -73.75,     2.00,     5.25
37.910,          ,   8.67,   1.42,   0.82,   -73.75,     2.00,     5.25
37.915,          ,   8.67,   1.42,   0.82,   -72.38,     1.75,     5.06
37.920,          ,   8.57,   1.42,   0.81,   -72.38,     1.75,     5.06
37.925,          ,   8.57,   1.42,   0.81,   -72.38,    -0.19,     6.25
37.930,          ,   9.74,   1.30,   1.11,   -72.38,    -0.19,     6.25
37.935,          ,   9.74,   1.30,   1.11,   -70.62,     1.06,    11.69
37.940,          ,  10.03,   1.40,  -0.16,   -70.62,     1.06,    11.69
37.945,          ,   8.49,   1.43,  -0.33,   -63.94,    25.31,    17.81
37.950,          ,   8.49,   1.43,  -0.33,   -63.94,    25.31,    17.81
37.955,          ,   7.76,   1.51,   1.22,   -58.94,    32.81,    17.00
37.980,          ,   7.76,   1.51,   1.22,   -58.94,    32.81,    17.00
37.985,          ,   8.61,   1.73,   1.65,   -64.50,    20.75,    14.44
37.990,          ,   9.29,   1.93,   1.19,   -71.44,    16.06,    15.88
37.995,          ,   9.29,   1.93,   1.19,   -71.44,    16.06,    15.88
38.000,          ,   9.41,   2.29,   0.35,   -78.00,    19.62,    17.75
38.005,          ,   9.41,   2.29,   0.35,   -80.56,    21.75,    18.81
38.010,          ,   9.73,   2.20,  -0.59,   -80.56,    21.75,    18.81
38.015,          ,   9.73,   2.20,  -0.59,   -78.69,    13.88,    17.56
38.020,          ,  10.11,   1.64,  -0.89,   -78.69,    13.88,    17.56
38.025,          ,  10.11,   1.64,  -0.89,   -72.25,    12.06,    16.06
38.030,          ,  10.12,   0.92,  -0.76,   -72.25,    12.06,    16.06
38.035,          ,  10.12,   0.92,  -0.76,   -66.31,     3.56,    15.31
38.040,          ,  10.47,   0.00,  -0.32,   -66.31,     3.56,    15.31
38.045,          ,  12.82,  -1.25,  -0.13,   -63.62,    -5.62,    17.62
38.055,          ,  12.82,  -1.25,  -0.13,   -63.62,    -5.62,    17.62
38.060,          ,  13.19,  -1.31,  -0.68,   -62.69,     7.88,    22.56
38.065,          ,  13.19,  -1.31,  -0.68,   -64.19,    28.19,    28.12
38.070,          ,  12.91,  -1.35,  -0.92,   -64.19,    28.19,    28.12
38.075,          ,  12.91,  -1.35,  -0.92,   -64.19,    28.19,    28.12
38.080,          ,  12.24,  -1.28,  -0.85,   -66.56,    36.94,    31.56
38.085,          ,  12.24,  -1.28,  -0.85,   -66.56,    36.94,    31.56
38.090,          ,  10.37,  -0.78,  -0.21,   -67.62,    33.50,    31.88
38.095,          ,  10.37,  -0.78,  -0.21,   -68.31,    18.94,    30.12
38.100,          ,   9.84,  -0.25,   0.03,   -68.31,    18.94,    30.12
38.105,          ,   9.84,  -0.25,   0.03,   -71.69,    -0.81,    27.75
38.110,          ,   9.55,   0.33,   0.22,   -71.69,    -0.81,    27.75
38.115,          ,   9.52,   0.91,   0.38,   -79.38,   -19.19,    25.44
38.120,          ,   9.52,   0.91,   0.38,   -79.38,   -19.19,    25.44
38.140,          ,  10.17,   2.04,   0.51,   -88.44,   -31.25,    23.75
38.145,          ,  10.23,   2.38,   0.29,   -95.06,   -16.19,    20.62
38.150,          ,   9.92,   2.24,  -0.10,   -95.06,   -16.19,    20.62
38.155,          ,   8.32,   1.09,  -0.85,   -93.88,     3.31,    17.19
38.165,          ,   8.32,   1.09,  -0.85,   -93.88,     3.31,    17.19
38.170,          ,   7.92,   0.35,  -0.70,   -89.56,    12.31,    12.12
38.175,          ,   7.92,   0.35,  -0.70,   -89.56,    12.31,    12.12
38.180,          ,   7.91,  -0.23,  -0.50,   -82.25,     8.81,     6.44
38.185,          ,   7.91,  -0.23,  -0.50,   -82.25,     8.81,     6.44
38.190,          ,   8.03,  -0.70,  -0.38,   -74.00,     4.75,     1.62
38.195,          ,   8.03,  -0.70,  -0.38,   -66.44,     1.38,    -2.00
38.200,          ,   8.48,  -1.16,  -0.09,   -66.44,     1.38,    -2.00
38.205,          ,   8.58,  -1.21,   0.18,   -60.69,    -2.88,    -4.31
38.210,          ,   8.58,  -1.21,   0.18,   -60.69,    -2.88,    -4.31
38.215,          ,   8.57,  -1.17,   0.44,   -58.69,    -7.75,    -4.94
38.220,          ,   8.57,  -1.17,   0.44,   -58.69,    -7.75,    -4.94
38.225,          ,   8.60,  -1.38,   0.48,   -59.62,   -12.38,    -4.31
38.230,          ,   8.60,  -1.38,   0.48,   -59.62,   -12.38,    -4.31
38.235,          ,   8.24,  -1.64,   0.18,   -62.50,   -13.25,    -2.19
38.240,          ,   8.24,  -1.64,   0.18,   -62.50,   -13.25,    -2.19
38.250,          ,   8.16,  -0.92,  -0.11,   -64.62,   -10.50,     1.56
38.255,          ,   8.16,  -0.92,  -0.11,   -64.69,   -13.56,     3.19
38.260,          ,   8.58,  -0.45,  -0.24,   -64.69,   -13.56,     3.19
38.265,          ,   8.58,  -0.45,  -0.24,   -63.62,   -18.25,     3.00
38.270,          ,   9.00,  -0.50,  -0.36,   -63.62,   -18.25,     3.00
38.275,          ,   9.00,  -0.50,  -0.36,   -63.62,   -18.25,     3.00
38.280,          ,   8.69,  -1.40,  -0.56,   -61.56,   -12.81,     4.31
38.285,          ,   8.69,  -1.40,  -0.56,   -61.56,   -12.81,     4.31
38.305,          ,   8.78,  -1.77,  -0.77,   -58.88,    -4.56,     6.12
38.310,          ,   9.93,  -1.87,  -0.81,   -54.19,    -9.62,     8.44
38.315,          ,   9.93,  -1.87,  -0.81,   -51.38,    -5.19,     8.44
38.320,          ,  10.13,  -1.97,  -0.60,   -51.38,    -5.19,     8.44
38.325,          ,  10.13,  -1.97,  -0.60,   -51.38,    -5.19,     8.44
38.330,          ,  10.13,  -1.85,  -0.46,   -48.50,    -1.19,     9.25
38.335,          ,  10.13,  -1.85,  -0.46,   -49.25,    -1.50,     9.69
38.340,          ,  10.14,  -1.80,  -0.28,   -49.25,    -1.50,     9.69
38.345,          ,  10.29,  -1.66,   0.06,   -52.69,    -7.94,     9.56
38.350,          ,  10.29,  -1.66,   0.06,   -52.69,    -7.94,     9.56
38.355,          ,  11.65,  -1.32,  -0.24,   -55.31,   -15.62,    10.12
38.365,          ,  11.65,  -1.32,  -0.24,   -55.31,   -15.62,    10.12
38.370,          ,  11.73,  -1.02,  -0.81,   -54.50,   -10.25,    13.00
38.375,          ,  11.73,  -1.02,  -0.81,   -54.50,   -10.25,    13.00
38.380,          ,  10.12,  -0.90,  -0.37,   -51.56,    15.56,    14.75
38.385,          ,  10.12,  -0.90,  -0.37,   -51.56,    15.56,    14.75
38.390,          ,   9.77,  -0.94,   0.48,   -54.12,    17.81,     9.19
38.395,          ,   9.77,  -0.94,   0.48,   -55.75,    -3.44,     4.94
38.400,          ,  10.01,  -1.04,   0.77,   -55.75,    -3.44,     4.94
38.405,          ,   9.75,  -1.20,   0.49,   -55.88,    -3.25,     2.75
38.410,          ,   9.75,  -1.20,   0.49,   -55.88,    -3.25,     2.75
38.415,          ,   9.71,  -1.38,   0.30,   -53.00,    -6.75,     1.94
38.420,          ,   9.71,  -1.38,   0.30,   -53.00,    -6.75,     1.94
38.430,          ,   9.51,  -1.67,   0.37,   -49.19,    -9.88,     0.94
38.435,          ,   9.51,  -1.67,   0.37,   -49.19,    -9.88,     0.94
38.440,          ,   9.46,  -1.70,   0.39,   -44.75,    -6.25,    -0.75
38.445,          ,   9.46,  -1.70,   0.39,   -40.00,    -2.19,    -2.00
38.465,          ,   9.44,  -1.72,   0.43,   -40.00,    -2.19,    -2.00
38.470,          ,   9.15,  -2.12,   0.34,   -33.94,     4.75,    -4.75
38.475,          ,   9.15,  -2.12,   0.34,   -33.94,     4.75,    -4.75
38.480,          ,   9.21,  -2.11,   0.19,   -33.44,     2.69,    -5.38
38.485,          ,   9.21,  -2.11,   0.19,   -33.44,     2.69,    -5.38
38.490,          ,   9.25,  -2.02,   0.08,   -33.94,     2.62,    -5.81
38.495,          ,   9.25,  -2.02,   0.08,   -34.50,     6.25,    -6.25
38.500,          ,   9.13,  -1.83,   0.01,   -34.50,     6.25,    -6.25
38.505,          ,   8.77,  -1.59,  -0.05,   -34.25,    10.62,    -6.81
38.510,          ,   8.77,  -1.59,  -0.05,   -34.25,    10.62,    -6.81
38.515,          ,   8.67,  -1.51,   0.00,   -34.19,    13.06,    -7.75
38.525,          ,   8.67,  -1.51,   0.00,   -34.19,    13.06,    -7.75
38.530,          ,   8.71,  -1.47,  -0.07,   -33.88,    12.81,    -8.44
38.535,          ,   8.71,  -1.47,  -0.07,   -33.88,    12.81,    -8.44
38.540,          ,   8.80,  -1.40,  -0.16,   -35.00,    12.81,    -9.50
38.545,          ,   8.80,  -1.40,  -0.16,   -36.94,    13.38,   -10.12
38.550,          ,   8.81,  -1.45,  -0.23,   -36.94,    13.38,   -10.12
38.555,          ,   8.81,  -1.45,  -0.23,   -38.75,    14.44,   -10.81
38.560,          ,   8.56,  -1.50,   0.18,   -38.75,    14.44,   -10.81
38.565,          ,   8.64,  -1.56,  -0.01,   -41.25,    12.56,   -11.69
38.570,          ,   8.64,  -1.56,  -0.01,   -41.25,    12.56,   -11.69
38.575,          ,   8.90,  -1.69,  -0.49,   -45.81,     8.44,   -12.19
38.580,          ,   8.90,  -1.69,  -0.49,   -45.81,     8.44,   -12.19
38.585,          ,   8.29,  -1.58,  -1.10,   -50.56,    16.06,   -11.62
38.590,          ,   8.29,  -1.58,  -1.10,   -50.56,    16.06,   -11.62
38.595,          ,   7.93,  -1.41,  -0.90,   -54.69,    22.12,   -10.56
38.600,          ,   7.93,  -1.41,  -0.90,   -54.69,    22.12,   -10.56
38.610,          ,   7.97,  -1.21,  -0.59,   -58.94,    16.31,   -10.56
38.630,          ,   7.97,  -1.21,  -0.59,   -62.00,    10.12,   -10.12
38.635,          ,   8.93,  -0.94,  -0.13,   -64.19,    12.69,    -9.88
38.640,          ,   9.12,  -1.11,  -0.15,   -65.62,    17.19,   -10.12
38.645,          ,   9.12,  -1.11,  -0.15,   -64.69,    18.56,    -9.81
38.650,          ,   9.33,  -1.44,   0.16,   -64.69,    18.56,    -9.81
38.655,          ,   9.34,  -2.13,   0.43,   -60.81,    21.31,    -8.56
38.660,          ,   9.34,  -2.13,   0.43,   -60.81,    21.31,    -8.56
38.665,          ,   9.36,  -2.40,   0.53,   -55.50,    24.06,    -8.06
38.670,          ,   9.36,  -2.40,   0.53,   -55.50,    24.06,    -8.06
38.680,          ,   9.29,  -2.56,   0.46,   -51.00,    26.69,    -8.88
38.685,          ,   9.29,  -2.56,   0.46,   -51.00,    26.69,    -8.88
38.690,          ,   9.43,  -2.56,   0.26,   -47.62,    28.94,   -10.31
38.695,          ,   9.43,  -2.56,   0.26,   -44.94,    23.75,   -10.69
38.700,          ,  10.04,  -1.71,  -0.33,   -44.94,    23.75,   -10.69
38.705,          ,  10.04,  -1.71,  -0.33,   -44.56,    17.00,   -11.44
38.710,          ,  10.34,  -1.12,  -0.90,   -44.56,    17.00,   -11.44
38.715,          ,  10.48,  -0.49,  -1.10,   -44.56,     7.88,   -12.38
38.720,          ,  10.48,  -0.49,  -1.10,   -44.56,     7.88,   -12.38
38.725,          ,  10.49,   0.03,  -1.09,   -42.75,     0.56,   -13.00
38.730,          ,  10.49,   0.03,  -1.09,   -42.75,     0.56,   -13.00
38.735,          ,  10.22,   0.47,  -0.19,   -39.44,    -0.75,   -13.69
38.740,          ,  10.22,   0.47,  -0.19,   -39.44,    -0.75,   -13.69
38.745,          ,  10.42,   0.43,   0.53,   -35.69,     0.25,   -14.56
38.750,          ,  10.42,   0.43,   0.53,   -35.69,     0.25,   -14.56
38.760,          ,  10.97,   0.25,   1.20,   -32.38,     1.12,   -15.88
38.765,          ,  10.97,   0.25,   1.20,   -31.19,     5.56,   -18.12
38.770,          ,  11.71,  -0.11,   1.74,   -31.19,     5.56,   -18.12
38.775,          ,  11.71,  -0.11,   1.74,   -30.69,    17.19,   -21.69
38.790,          ,  11.99,  -1.05,   1.81,   -30.69,    17.19,   -21.69
38.795,          ,  11.30,  -1.08,  -0.06,   -22.69,    60.69,   -25.50
38.805,          ,  11.30,  -1.08,  -0.06,   -22.69,    60.69,   -25.50
38.810,          ,   9.56,  -1.06,  -0.58,   -23.88,    95.44,   -27.06
38.815,          ,   9.56,  -1.06,  -0.58,   -32.00,    97.75,   -30.38
38.820,          ,   7.76,  -0.21,   0.31,   -32.00,    97.75,   -30.38
38.825,          ,   7.76,  -0.21,   0.31,   -35.75,    65.56,   -28.94
38.830,          ,   7.74,   0.38,   0.74,   -35.75,    65.56,   -28.94
38.835,          ,   8.00,   0.78,   0.69,   -35.81,    36.25,   -26.56
38.840,          ,   8.00,   0.78,   0.69,   -35.81,    36.25,   -26.56
38.845,          ,   8.57,   0.86,   0.54,   -31.94,     7.25,   -24.94
38.855,          ,   8.57,   0.86,   0.54,   -31.94,     7.25,   -24.94
38.860,          ,   9.30,   0.75,   1.16,   -30.25,   -11.75,   -23.75
38.865,          ,   9.30,   0.75,   1.16,   -30.81,   -18.62,   -22.31
38.870,          ,   9.47,   0.89,   1.36,   -30.81,   -18.62,   -22.31
38.875,          ,   9.47,   0.89,   1.36,   -31.88,    -6.19,   -20.12
38.880,          ,   9.29,   1.07,   1.20,   -31.88,    -6.19,   -20.12
38.885,          ,   9.29,   1.07,   1.20,   -33.56,    19.12,   -18.44
38.890,          ,   8.60,   0.98,   0.53,   -33.56,    19.12,   -18.44
38.895,          ,   8.33,   1.11,   0.64,   -35.69,    38.56,   -17.94
38.900,          ,   8.33,   1.11,   0.64,   -35.69,    38.56,   -17.94
38.905,          ,   8.32,   1.25,   1.03,   -37.62,    44.00,   -19.00
38.910,          ,   8.32,   1.25,   1.03,   -37.62,    44.00,   -19.00
38.920,          ,   8.38,   1.26,   1.30,   -38.38,    40.75,   -20.62
38.925,          ,   8.38,   1.26,   1.30,   -38.38,    40.75,   -20.62
38.930,          ,   8.18,   0.93,   0.95,   -38.75,    37.56,   -22.88
38.935,          ,   8.18,   0.93,   0.95,   -38.00,    30.56,   -24.94
38.955,          ,   8.21,   0.83,   0.80,   -38.00,    30.56,   -24.94
38.960,          ,   8.67,   0.67,   0.74,   -35.62,     9.50,   -25.50
38.965,          ,   9.41,   0.47,   0.50,   -33.62,     1.56,   -23.75
38.970,          ,   9.41,   0.47,   0.50,   -33.62,     1.56,   -23.75
38.975,          ,   9.49,   0.50,   0.71,   -30.19,     0.31,   -22.44
38.980,          ,   9.49,   0.50,   0.71,   -30.19,     0.31,   -22.44
38.985,          ,   9.38,   0.69,   1.19,   -25.94,     4.31,   -21.38
38.990,          ,   9.38,   0.69,   1.19,   -25.94,     4.31,   -21.38
38.995,          ,   9.51,   0.97,   1.45,   -22.06,     6.44,   -19.56
39.000,          ,   9.51,   0.97,   1.45,   -22.06,     6.44,   -19.56
39.010,          ,   9.76,   1.35,   0.99,   -21.19,    10.31,   -17.81
39.015,          ,   9.76,   1.35,   0.99,   -22.62,    14.94,   -16.44
39.020,          ,   9.85,   1.50,   0.82,   -22.62,    14.94,   -16.44
39.025,          ,   9.85,   1.50,   0.82,   -23.62,    11.00,   -15.88
39.030,          ,   9.85,   1.67,   1.02,   -23.62,    11.00,   -15.88
39.035,          ,   9.85,   1.67,   1.02,   -24.50,     2.88,   -15.81
39.040,          ,   9.94,   1.94,   1.23,   -24.50,     2.88,   -15.81
39.045,          ,  10.10,   2.67,   1.60,   -25.00,    -5.75,   -15.88
39.050,          ,  10.10,   2.67,   1.60,   -25.00,    -5.75,   -15.88
39.055,          ,  10.06,   2.95,   1.65,   -24.81,    -9.00,   -16.19
39.060,          ,  10.06,   2.95,   1.65,   -24.81,    -9.00,   -16.19
39.065,          ,   9.98,   2.97,   1.64,   -25.69,   -11.50,   -16.44
39.070,          ,   9.98,   2.97,   1.64,   -25.69,   -11.50,   -16.44
39.075,          ,  10.02,   2.61,   1.84,   -25.94,   -14.38,   -17.31
39.080,          ,  10.02,   2.61,   1.84,   -25.94,   -14.38,   -17.31
39.090,          ,  10.12,   2.52,   1.75,   -26.19,   -17.06,   -18.81
39.095,          ,  10.12,   2.52,   1.75,   -27.69,   -16.56,   -20.06
39.100,          ,  10.29,   2.56,   1.61,   -27.69,   -16.56,   -20.06
39.120,          ,  10.29,   2.56,   1.61,   -30.38,   -14.44,   -20.00
39.125,          ,  10.61,   2.77,   1.43,   -31.25,   -13.56,   -18.94
39.130,          ,  10.55,   2.65,   1.43,   -30.94,   -14.50,   -18.38
39.135,          ,  10.55,   2.65,   1.43,   -30.94,   -14.50,   -18.38
39.140,          ,  10.39,   2.55,   1.48,   -29.12,   -13.62,   -17.88
39.145,          ,  10.39,   2.55,   1.48,   -26.38,   -13.12,   -17.69
39.150,          ,  10.28,   2.40,   1.61,   -26.38,   -13.12,   -17.69
39.155,          ,  10.10,   2.21,   1.80,   -24.00,   -12.00,   -17.62
39.160,          ,  10.10,   2.21,   1.80,   -24.00,   -12.00,   -17.62
39.165,          ,   9.98,   2.26,   1.82,   -23.12,   -10.00,   -17.12
39.170,          ,   9.98,   2.26,   1.82,   -23.12,   -10.00,   -17.12
39.180,          ,   9.58,   2.31,   1.76,   -22.00,    -8.75,   -16.12
39.185,          ,   9.58,   2.31,   1.76,   -22.00,    -8.75,   -16.12
39.190,          ,   9.23,   2.25,   1.87,   -21.88,    -8.56,   -15.44
39.195,          ,   9.23,   2.25,   1.87,   -22.19,   -10.56,   -15.12
39.200,          ,   9.09,   2.20,   2.11,   -22.19,   -10.56,   -15.12
39.205,          ,   9.09,   2.20,   2.11,   -22.75,   -14.00,   -13.56
39.210,          ,  10.13,   2.07,   2.28,   -22.75,   -14.00,   -13.56
39.215,          ,  10.74,   2.19,   1.27,   -19.56,   -12.94,    -6.81
39.220,          ,  10.74,   2.19,   1.27,   -19.56,   -12.94,    -6.81
39.225,          ,   9.27,   2.20,   0.23,   -12.31,    10.62,     1.19
39.230,          ,   9.27,   2.20,   0.23,   -12.31,    10.62,     1.19
39.235,          ,   8.25,   1.92,   2.25,    -7.69,    21.88,    -0.12
39.240,          ,   8.25,   1.92,   2.25,    -7.69,    21.88,    -0.12
39.245,          ,   8.61,   1.95,   2.41,    -8.06,    11.00,    -3.56
39.250,          ,   8.61,   1.95,   2.41,    -9.81,     9.12,    -3.12
39.255,          ,   8.89,   1.74,   2.83,    -9.81,     9.12,    -3.12
39.265,          ,   8.89,   1.74,   2.83,   -12.06,    10.19,    -0.50
39.280,          ,   9.17,   1.55,   2.44,   -12.06,    10.19,    -0.50
39.285,          ,   7.82,   1.28,   1.31,   -13.31,    25.94,     3.69
39.290,          ,   7.82,   1.28,   1.31,   -13.31,    25.94,     3.69
39.295,          ,   7.83,   1.26,   1.20,   -11.69,    17.62,     3.62
39.305,          ,   7.83,   1.26,   1.20,   -10.19,     9.69,     3.56
39.310,          ,   8.99,   1.26,   1.15,   -10.19,     9.69,     3.56
39.315,          ,   9.65,   1.15,   1.11,    -8.00,    -0.12,     3.00
39.320,          ,   9.65,   1.15,   1.11,    -8.00,    -0.12,     3.00
39.325,          ,   9.80,   0.87,   1.11,    -5.88,     1.38,     2.81
39.330,          ,   9.80,   0.87,   1.11,    -5.88,     1.38,     2.81
39.335,          ,   9.68,   0.57,   1.37,    -4.44,     7.06,     3.25
39.340,          ,   9.68,   0.57,   1.37,    -4.44,     7.06,     3.25
39.345,          ,   9.76,   0.11,   1.48,    -4.38,     8.94,     4.94
